idx,sentence,emotion
8089,okay .,neutral
8090,"okay , i can do this .",neutral
8091,i can tell her how i feel .,neutral
8092,"just uh , just stand up straight .",fear
8093,take a couple deep breaths .,fear
8094,look confident .,fear
8095,joey ? what ' s up ?,neutral
8096,"i uh , i just came by because i - i want to talk to you about something .",fear
8097,okay what ' s up ?,neutral
8098,"what i do dois manage to uh , create an atmosphere of support for the people working with me .",neutral
8099,i see . nice sidestep on the do do thing by the way .,neutral
8100,hardest thing i ' ve ever done in my life .,neutral
8101,you gotta go !,neutral
8102,oh !,neutral
8103,"okay , don ' t worry . you ' re ready .",neutral
8104,really ?,surprise
8105,absolutely ! just fight all your natural instincts and you ' ll be great .,neutral
8106,okay .,neutral
8107,"now , mom , everything ' s going fine , really .",neutral
8108,"yeah , ross is great .",neutral
8109,"he ' s uh , he ' s in a whole other place .",neutral
8110,"no , he ' s gone .",neutral
8111,"no no , you don ' t have to fly back , really .",neutral
8112,what do you mean this might be your only chance ?,surprise
8113,would you stop ?,anger
8114,"i ' m only 26 , i ' m not even thinking about babies yet .",non-neutral
8115,where have you been ?,neutral
8116,"oh , just had a baby .",joy
8117,mazel tov !,joy
8118,"oh , wow ! i should get going . i - i got a date tonight .",joy
8119,oh yeah ! with who ?,surprise
8120,you know that girl i told you about who lives up in poughkeepsie ?,neutral
8121,yeah .,neutral
8122,not her .,neutral
8123,"yeah , this is someone else i meet , and i - i can ' t decide between the two of them .",neutral
8124,"y ' know the one from poughkeepsie , even though she ' s a two hour train ride away , is really pretty , really smart , and - and a lot of fun .",neutral
8125,"but this other girl , well , she lives right uptown .",neutral
8126,"y ' know she ' s , well she ' s - she ' s just as pretty , i guess she ' s smart , she ' s",neutral
8127,"if she ' s no fun , why do you want to date her at all ?",neutral
8128,"well , i - i want to give her another chance , y ' know ?",neutral
8129,she lives so close .,neutral
8130,"and , at the end of the date , the other time , she - she said something that wasif she was kidding was very funny .",neutral
8131,"on the other hand , if she wasn ' t kidding , she ' s not fun , she ' s stupid , and kind of a racist .",non-neutral
8132,hey !,non-neutral
8133,hey !,non-neutral
8134,"hey , man !",non-neutral
8135,"hey ! ooh , how was your first day working at the restaurant ?",joy
8136,damn !,non-neutral
8137,oh here ' s a whole bunch .,neutral
8138,"oh , i mean she ' s gonna be at the wedding waiting for him and people will be whispering , "" oh that poor girl . """,neutral
8139,y ' know ?,neutral
8140,then she ' ll have to come back here and live all alone .,sadness
8141,oh my god !,surprise
8142,what ?,surprise
8143,"there was a pregnancy test in the garbage , and it ' s positive . monica ' s pregnant . so i guess she won ' t be totally alone .",surprise
8144,hi .,neutral
8145,"listen , i ' m sorry about that whole thing with roger .",sadness
8146,"it really wasn ' t right , and i , and i want to make it up to you , so umm , i brought you something that i think you ' ll really enjoy .",non-neutral
8147,"now , this is just a loan .",neutral
8148,okay ?,neutral
8149,"i ' m gonna , i ' m gonna want him back .",neutral
8150,so i ' m gonna go now .,neutral
8151,"i ' m sorry , i thought i could do it and i can ' t !",sadness
8152,hey !,joy
8153,hey !,joy
8154,hi !,joy
8155,"all right , well why don ' t i go out with an ex - boyfriend and do joey a favor !",non-neutral
8156,"hey , you wanna do joey a favor , maybe you go out with joey .",neutral
8157,"all right ladies , here ' s what we ' re gonna do .",neutral
8158,"i - i wanna be with her , i like her .",non-neutral
8159,"oh , that ' s fine ! go with your instincts , go with your instincts .",non-neutral
8160,"wait , now , what am i doing again ?",surprise
8161,"come on ! would you please pay attention , i could wake up at any moment !",anger
8162,"hi , i ' m joshua , i ' m here to pick up rachel .",neutral
8163,"no - no - no , that ' not joshua .",anger
8164,"what do you want from me , i ' ve never met the guy .",non-neutral
8165,"so anyway , rachel , i ' m sorry you can ' t stay , but the rest of us have a",sadness
8166,how do i look ?,neutral
8167,"oh , uh , i . don ' t . care .",neutral
8168,"ok , now , remember , no trading .",neutral
8169,"you get the pretty one , i get the mess .",neutral
8170,"hi , joey . well well , look what you brought . very nice .",joy
8171,. and what did you bring ?,neutral
8172,she ' s checking the coats .,neutral
8173,"joey , i ' m gonna go wash the cab smell off my hands .",neutral
8174,"will you get me a white zinfandel , and a glass of red for janice .",neutral
8175,janice ?,surprise
8176,oh . my . god .,surprise
8177,"hey , it ' s janice .",non-neutral
8178,"well , okay so , i don ' t have it all worked out quite yet . just don ' t say anything to rachel , please ?",non-neutral
8179,"rachel is one of my closest friends . although , being the only one who knows anything about this does makes me feel special . okay !",neutral
8180,"okay , stop - stop ! phoebe !",non-neutral
8181,hey rach !,non-neutral
8182,what was that !,surprise
8183,"sorry , mix up . hey , how was the movie ?",neutral
8184,i haven ' t seen it yet !,neutral
8185,well then you ' d better hurry ! the angelica ! go ! go !,non-neutral
8186,no !,anger
8187,pheebs ! hey pheebs !,joy
8188,"uh , okay , pheebs ?",neutral
8189,yeah ?,neutral
8190,"umm , y ' know how the other day you were talking about how you didn ' t get to go to london and how you were kinda feeling left out ?",neutral
8191,yeah ?,neutral
8192,"all right , well , we felt really bad about that so we decided we should all take a little trip together !",joy
8193,"ohh , that ' s so nice ! how great ! well , where ? where ' s the trip !",non-neutral
8194,"well , we thought we would all go to a picnic , in central park !",joy
8195,"yeah , all of us ! all day !",joy
8196,that sucks !,disgust
8197,that ' s not a trip !,non-neutral
8198,i just came from the park !,non-neutral
8199,what are we gonna high five about at the stupid central park ?,non-neutral
8200," well , it ' s right by my house , all right ! ",non-neutral
8201,"well , i ' m gonna go home and bask in the triumph of my central park idea .",non-neutral
8202,hey - whoa - whoa - whoa !,surprise
8203,"ho - ho - hold on a sec there , mr . kissey !",surprise
8204,"y ' know , i ' ve been meaning to talk to you about this whole , little , new european thing you got going on , and i just need to tell you that it makes me very uncomfortable and i justy ' knowstop it !",anger
8205,i was just trying to bring a little culture to the group .,non-neutral
8206,"that ' s fine , just don ' t bring it in my mouth .",disgust
8207,makes me wanna puke !,disgust
8208,is she in there ?,neutral
8209,"yeah . she ' s putting her down now , that ' s her .",neutral
8210,oh it ' s all right .,neutral
8211,i ' m guess i ' m just done with the whole dating thing .,sadness
8212,it ' s one more thing in my life that ' s suddenly completely different .,sadness
8213,this is hard .,sadness
8214,yeah i know .,neutral
8215,"on the other hand in um , in about seven months you ' re gonna have something that you ' re gonna love more than any guy you ' ve ever gone out with .",neutral
8216,just wait .,neutral
8217,"wait until uh , wait until the first time your baby grabs your finger .",joy
8218,you have no idea .,joy
8219,thanks sweetie .,neutral
8220,"you wanna , you wanna grab some coffee ?",neutral
8221,"oh no , i think i ' m gonna go home and eat ten candy bars .",sadness
8222,"hey , i thought i cheered you up .",non-neutral
8223,"oh you did , there are twenty in here .",neutral
8224,right . good night .,neutral
8225,good night .,neutral
8226,hi,neutral
8227,hi ! hey mom .,joy
8228,"this is such a great party ! 35 years . very impressive , do you guys have any pearls of wisdom ?",joy
8229,jack ?,surprise
8230,why would you serve food on such a sharp stick ?,surprise
8231,"that ' s a good question , dad . that ' s a good question",neutral
8232,hm .,neutral
8233,congratulations you two !,joy
8234,thank youwe ' re so excited,joy
8235,"and also , congratulations on your wedding .",joy
8236,whawhat ?,surprise
8237,look at this clown !,non-neutral
8238,just because he ' s got a bigger boat he thinks he can take up the whole river .,disgust
8239,get out of the way jackass !,anger
8240,who names their boat coast guard anyway ?,disgust
8241,that,neutral
8242,what are they doing out here ? the coast ' s all the way over there .,surprise
8243,hey !,non-neutral
8244,hey ! check it out ! this is unbelievable ! joey has been holding his breath for almost four minutes !,surprise
8245,dude ! what are yoyou trying to kill me !,non-neutral
8246,ow !,non-neutral
8247,"really ! well , it ' s just like everyone else ' s apartment . it ' s got rooms , walls , and ceilings .",neutral
8248,"well , i just wanted to see where you lived . now , give me the tour .",neutral
8249,oh my god ! oh my god !,surprise
8250,"ah well , this is the living room .",neutral
8251,impressive .,neutral
8252,all right . this is the kitchen .,neutral
8253,"oh , that ' s real pretty . wait a minute , don ' t i get to see the bedroom ?",non-neutral
8254,the bedroom . well it ' s pretty much your typical . bedroom .,neutral
8255,we ' re still on this side of the door .,neutral
8256,um - hmm .,neutral
8257,"yeah , but i didn ' t get to see it .",sadness
8258,oh shoot ! maybe next time . thanks for a lovely evening .,neutral
8259,"so um , who was she ?",non-neutral
8260,"oh , that was the blind date that i told you about , she called and switched it to today .",neutral
8261,"did you like her ? and i ' m just asking as a friend , because i am totally fine with this .",neutral
8262,"well , you seem fine .",neutral
8263,"well , i don ' t think this , y ' know .",neutral
8264,"no , no , no , i wouldn ' t do you myself , i mean that would be weird .",disgust
8265,"yeah , no , i ' ll get one of the other girls to do it .",neutral
8266,"oh , this will be so much fun !",joy
8267,hey !,surprise
8268,are you excited ?,joy
8269,"yeah ! hey , do monica and rachel work there ?",neutral
8270,"ok , so now we need , um sage branches and the sacramental wine .",neutral
8271,"all i have is , is oregano and a",neutral
8272,"um , that ' s ok ! ok . all right . now we need the semen of a righteous man .",joy
8273,"ok , pheebs , you know what , if we had that , we wouldn ' t be doing the ritual in the first place .",neutral
8274,can we just start throwing things in ?,neutral
8275,"ok , yeah , ok . oh , ok .",neutral
8276,"ok , barry ' s letters . adam ritter ' s boxer shorts .",neutral
8277,"ok , and i have the , uh receipt for my dinner with nokululu oon ah ah .",neutral
8278,"look , here ' s a picture of scotty jared naked .",non-neutral
8279,hey he ' s wearing a sweater .,surprise
8280,no .,neutral
8281,eww !,disgust
8282,and here we have the last of paulo ' s grappa .,neutral
8283,"hey , rachel , isn ' t that stuff almost pure .",neutral
8284,"mona ? okay , if i were a salmon shirt , where would i be ?",neutral
8285,i am so sorry i spilled wine all over your shirt .,sadness
8286,"oh , it ' s okay .",neutral
8287,"no , it ' s still wet .",non-neutral
8288,y ' know what ?,neutral
8289,let me get it out before it sets .,neutral
8290,"ooh , i have something you can wear .",neutral
8291,here .,neutral
8292,"oh umm , i - i don ' t know if i want to wear a woman ' s shirt .",non-neutral
8293,no - no that ' s a man ' s shirt .,neutral
8294,it ' s awfully pink .,neutral
8295,"oh , it ' s perfect !",joy
8296,how about you ?,neutral
8297,it ' s a kitchen slash bathroom .,neutral
8298,"all right , i see what you guys are saying . i ' ll uh , i ' ll go downstairs and fill out an application .",neutral
8299,we are bad people .,disgust
8300,he knew we were trying to get rid of him . he knew ! you think we could get a bathtub in our kitchen ?,surprise
8301,hey !,joy
8302,let ' s get the show on it !,joy
8303,"okay , let me just get a cup of coffee .",neutral
8304,"oh rachel , i know the best coffee house and it ' s so close .",neutral
8305,closer than here ?,neutral
8306,"oh , hey , look , i found coffee ! okay , let ' s skedaddle .",non-neutral
8307,"wait , i ' m not just gonna drink somebody ' s old coffee .",neutral
8308,"okay , your highness .",neutral
8309,"um , rachel i ' m really sorry . that ' s okay , do you wanna get back together ? yeah , okay . did anyone else hear that !",surprise
8310,so how did you know i was even here ?,surprise
8311,your mom called me . so is this her ?,neutral
8312,"no , this is a loaner .",neutral
8313,i ' m sorry you had to do this by yourself .,neutral
8314,"i wasn ' t by myself . i had a doctor , a nurse , and a helper guy . so , did you see who won the game ?",neutral
8315,"yeah , the knicks by 10 . they suck .",neutral
8316,"yeah , they ' re not so bad .",neutral
8317,"i ' m sorry i won ' t be able to make it to your imaginary wedding , but i ' m",neutral
8318,"i know . i know . i panicked , i panicked . i didn ' t want him to start yelling at me like i was some ' 74 latour .",non-neutral
8319,it ' s lafite . the ' 74 latour is actually drinking quite nicely .,non-neutral
8320,"all right here he comes . i ' m gonna do this , i ' m gonna tell him , i ' m gonna be strong .",fear
8321,i just called a friend of mine .,neutral
8322,yeah ?,surprise
8323,i think i may be able to book,neutral
8324,really !,surprise
8325,what is it sweetie ?,non-neutral
8326,there ' s not gonna be a wedding . ross and i are not getting married .,sadness
8327,what !,surprise
8328,i ' m sorry daddy .,sadness
8329,i don ' t believe this !,non-neutral
8330,"oh now daddy , stay calm . please .",fear
8331,stay calm !,anger
8332,how do you expect me to stay calm !,anger
8333,this is unacceptable rachel !,anger
8334,and i wanna know why !,anger
8335,is it because that punk ross won ' t marry you !,anger
8336,that ' s it !,non-neutral
8337,is that it ?,anger
8338,!,non-neutral
8339,"yes . yes , he says i ' m damaged goods .",sadness
8340,"so , you ' re like a zillionaire ?",surprise
8341,and you ' re our age . you ' re our age .,surprise
8342,"y ' know what , you should like , you should buy a state and then just name it after yourself .",neutral
8343,what like pete dakota ?,neutral
8344,"yeah , or , or , or , mississ - pete .",neutral
8345,"oh , oh , i got it ! pete - chicago .",neutral
8346,that ' s not a state joe .,neutral
8347,"oh , and mississ - pete is ?",neutral
8348,"i got to go , so ah , i ' ll see you guys later .",neutral
8349,okay .,neutral
8350,you ' re our age !,surprise
8351,"so ah , we on for tomorrow ?",neutral
8352,absolutely !,joy
8353,now get out of here you !,joy
8354,"okay , i ' m running out of places i can touch him !",non-neutral
8355,"look , is there something wrong with me ?",sadness
8356,i mean why am i only attracted to guys where there ' s no future ?,sadness
8357,"either they ' re too old , or they ' re too young , and then there ' s pete who ' s - who ' s crazy about me , and who ' s absolutely perfect for me , and there ' s like zip going on !",sadness
8358,"i mean , seriously , does it sound like something ' s wrong with me ?",sadness
8359,!,neutral
8360,no .,neutral
8361,"okay , i ' m gonna go get frank .",neutral
8362,"so , we ' re walking down the street and i turn to you and i say , hey , let ' s go hang out at totally nude nudes , remember ?",neutral
8363,"and then , and then , you turn to me and say , nah , let ' s just hang out at your place . well , that was a nice move dumb ass .",non-neutral
8364,"yeah , i think it was better when you guys were sad . hey , uh , remember the roller blades ?",neutral
8365,you know what else i ' m not gonna miss ?,anger
8366,i ' m monica .,anger
8367,i wash the toilet 17 times a day .,anger
8368,even if people are on it !,anger
8369," hi i ' m rachel , is my sweater too tight ? no ? oh , i ' d better wash it and shrink it ! ",anger
8370," i ' m monica , i don ' t get phone messages from interesting people . ever ! ",anger
8371,hey ! i call her !,non-neutral
8372," oh my god , i love ross ! i hate ross ! i love ross ! i hate ross ! ",anger
8373,"oh my god , i can ' t find a boyfriend !",anger
8374,so i guess i ' ll just stumble across the hall and sleep with the first guy i find in there !,anger
8375,"yeah , we should get a move on if we wanna make those dinner reservations .",neutral
8376,"item j437 - a , color : winterberry .",neutral
8377,"hi umm , listen come here , come in .",neutral
8378,i ' m so - so sorry about yesterday .,sadness
8379,i - i ' m really sorry .,sadness
8380,it ' s just that i,non-neutral
8381,"listen ross , you don ' t have to apologize . i understand why you were there .",neutral
8382,you do ?,surprise
8383,"yeah , you still have feelings for me .",non-neutral
8384,"and - and to be honest , i - i still have feelings for you .",joy
8385,"and i wish that we can work it out ross , but we can ' t .",sadness
8386,"it ' s too complicated with you and rachel and the baby , i - i just it just wasn ' t meant to be .",sadness
8387,oh god you ' re right .,non-neutral
8388,"ross , wewe have to be strong . okay , i - i ' m gonna go . can i ? to remember you ?",sadness
8389,no .,neutral
8390,"i ' m telling you , if you want to take care of that thing , you should go to my herbal guy .",neutral
8391,"thank you , but i want to remove it pheebs . i don ' t want to make it savory .",neutral
8392,"y ' know when girls sleep with guys with weird things on their body , they tell their friends about it .",neutral
8393,gimme this .,neutral
8394,"hi ! okay , don ' t be mad at me , but i couldn ' t resist .",neutral
8395,brides magazines ?,surprise
8396,"yes , and i know that you ' d say no if he asked you , but i ' m sorry ; how great would you look walking down the aisle in this donna carin .",neutral
8397,"oh , you so would ! oh , you should get that anyway . like for clubbing .",non-neutral
8398,"it is so weird , i know what i said , but uh , this morning , i was lying in bed i was , i was imagining what it would be like to say yes .",non-neutral
8399,"i know it ' s a little sudden , and it ' s a little rushed , and it ' s totally not like me to do something like this , but that doesn ' t mean i can ' t .",non-neutral
8400,right ?,non-neutral
8401,"i mean i ' m - i ' m crazy about pete , and i know that we want the same things , and when i thought about saying yes , it made me really happy .",non-neutral
8402,oh my god .,surprise
8403,i know . i need more pie .,neutral
8404,"hey mon umm , if you do get married , can i bring two guests ?",neutral
8405,you didn ' t break up with that fireman ?,surprise
8406,"no , that was my way of telling you .",neutral
8407,"well , it turns out he ' s incredibly sensitive , he keeps a journal and he paints .",neutral
8408,he even showed me charcoal drawings that he drew of me .,neutral
8409,wow !,surprise
8410,"yeah , well he ' d prefer water colors , but y ' know , he has easy access to a lot of charcoal .",neutral
8411,"so then , are you going to dump jason ?",neutral
8412,"well , yeah , because i have to break up with someone , and okay so jason is sensitive , but now so ' s vince plus , vince has the body y ' know ?",neutral
8413,so it ' s really just about the math .,neutral
8414,"ok , so it ' s a tie again , 41 to 41 .",neutral
8415,"ok , look ! enough is enough !",anger
8416,"no , i have just to have two more points to beat him !",non-neutral
8417,"monica , that was also true an",neutral
8418,i can ' t just walk away ! i ' ve put in four hours !,non-neutral
8419,but .,neutral
8420,look !,non-neutral
8421,you knew this about me when you married me !,neutral
8422,you agreed to take me in sickness and in health .,neutral
8423,"well , this is my sickness !",non-neutral
8424,"oh yeah - yeah , the lobster .",neutral
8425,"yeah , i mean i was up sick all night .",neutral
8426,"yeah me too , all night .",neutral
8427,really ! how come we didn ' t cross paths ?,surprise
8428,"yeah well that ' s because uhi stayed in my room . yeah , you don ' t want to look in my hamper .",neutral
8429,i can ' t believe there is a naked hooker in there !,surprise
8430,wait ! wait ! maybe she ' s a hooker,surprise
8431,"yeah , okay let ' s leave these two alone .",neutral
8432,"no ! i do not care what my hormones are doing , i am not going to just do it with some random guy !",disgust
8433,fine ! then you tell roger because he was really looking forward to this !,non-neutral
8434,so .,neutral
8435,so .,neutral
8436,i just thought the two of us should hang out for a bit .,neutral
8437,"i mean , you know , we ' ve never really talked .",neutral
8438,"i guess you ' d know that , being one of the two of us , though , right ?",neutral
8439,"i know , i probably shouldn ' t even tell you this , but i ' m pretty much totally intimidated by you .",fear
8440,really ? me ?,surprise
8441,yes .,neutral
8442,"oh my god , are you kidding ?",surprise
8443,"ross is so crazy about you , and i really wanted you to like me , and , it ' s probably me being totally paranoid , but i kinda got the feeling that maybe you don ' t .",non-neutral
8444,"well , you ' re not totally paranoid .",neutral
8445,oy .,non-neutral
8446,"um , ok , uh , oh god , um , when you and uh ross first started going out , it was really hard for me , um , for many reasons , which i ' m not gonna bore you with now , but um , i just , i see how happy he is , you know , and how good you guys are together , and um , monica ' s always saying how nice you are , and god i hate it when she ' s right .",non-neutral
8447,"thanks . hey , listen , would you like to go to a movie sometime or something ?",neutral
8448,"yeah , that ' d be great . i ' d love it .",joy
8449,"i ' d love it too . shoot , i gotta go . so , i ' ll talk to you later .",neutral
8450,"all right , julie .",neutral
8451,bye .,neutral
8452,bye . what a manipulative bitch .,disgust
8453,"chandler , i found the perfect ring .",joy
8454,"oh , that ' s uh , that ' s pretty nice but i ' m gonna go with the one i picked first .",neutral
8455,"oh my god chandler , the one you picked is gone . it ' s over !",anger
8456,what ?,surprise
8457,some guy bought it . i ' m sorry . i tired to stop it but they put me in jail !,non-neutral
8458,they put you in jail ?,surprise
8459,the little jail between the doors !,non-neutral
8460,"phoebe , i asked you to guard the ring !",anger
8461,"i know , i ' m sorry ! but y ' know , this ring is better ! monica never even saw the other ring .",non-neutral
8462,yeah but when he proposed to me with the ring i got goose bumps .,non-neutral
8463,maybe it was the guy .,neutral
8464,it was the ring !,non-neutral
8465,"no , not that , i mean , what about you and mindy ?",neutral
8466,"well , if you want , i ' ll justi ' ll just break it off with her .",neutral
8467,"no . no - no - no - no , no . i mean , don ' t do that . not , i mean not for me .",non-neutral
8468,"dr . farber , bobby rush is here for his adjustment .",neutral
8469,"thanks , bernice . let ' s go away this weekend .",neutral
8470,"oh , barry ! come on , this is all way too .",surprise
8471,"we can , we can go to aruba !",joy
8472,"when i went there on what would have been our honeymoon , it was , uh . it was really nice .",sadness
8473,you would ' ve liked it .,sadness
8474,i had a bra .,neutral
8475,"hey , dr . farber .",neutral
8476,"all right miss green , everything looks fine . yep , i think we ' re starting to see some real progress here .",neutral
8477,what !,surprise
8478,"i ' m twelve , i ' m not stupid .",non-neutral
8479,oh my god ! what does,surprise
8480,oh that ' s an eye removal machine .,neutral
8481,"all right , i ' m outta here !",non-neutral
8482,i ' m kidding ! i ' m kidding !,joy
8483,hey !,non-neutral
8484,so were done then !,non-neutral
8485,"almost ! but first , we gotta start .",neutral
8486,okay .,neutral
8487,this is a glaucoma test .,neutral
8488,uh - huh .,neutral
8489,sit down .,neutral
8490,okay .,neutral
8491,"but your chin here . now , you ' ll feel a small puff of air in each eye .",neutral
8492,what !,surprise
8493,"a small puff of air , now come on !",non-neutral
8494,"sure , now i ' m scared .",fear
8495,"no , we can go together ! just don ' t wait too long though , okay ? cause i ' m outta here sometime before friday .",neutral
8496,"yeah , but i don ' t wanna die !",fear
8497,"no - no , it ' ll be fun ! we can come back and we can haunt these guys !",joy
8498,"um , chandler , ross , this is robert .",neutral
8499,"oh , hey .",neutral
8500,hi .,neutral
8501,hey .,neutral
8502,"you ' ve have lipstick right here . that ' s okay , it ' s mine , we just kissed .",neutral
8503,hey !,surprise
8504,hey !,surprise
8505,hey - hey - hey . so what happened ? a forest tick you off ?,non-neutral
8506,no . y ' know how we ' re always saying we need a place for the mail .,neutral
8507,yeah !,non-neutral
8508,"well , i started building one . but then i decided to take it to the next step .",neutral
8509,you ' re building a post office ?,surprise
8510,"no , an entertainment unit , with a mail cubby built right in . it ' s a one day job , max .",neutral
8511,okay . my word ! those are snug .,surprise
8512,"oh yeah . these are my old work pants , sergio valente ' s .",neutral
8513,power saw kinda got away from me there .,neutral
8514,hi !,joy
8515,another cheesecake came ! they delivered it to the wrong address again !,non-neutral
8516,"so just bring it back downstairs , what ' s the problem ?",neutral
8517,i can ' t seem to say goodbye .,sadness
8518,"are you serious ! chandler , we ate an entire cheesecake two days ago and you want more ?",surprise
8519,well i ' ve forgotten what it tastes like okay !,non-neutral
8520,it was cheesecake .,neutral
8521,it was fine .,neutral
8522,"it had a buttery , crumbly , graham cracker crust , with a very rich yet light , cream cheese filling wow !",surprise
8523,my whole mouth just filled with saliva !,joy
8524,y ' know what ? forget it !,non-neutral
8525,yeah and we ' ll drop it off downstairs so that we ' re not tempted .,neutral
8526,good idea . where do you want to go to lunch ?,neutral
8527,"momma ' s little bakery , chicago , illinois .",neutral
8528,this one ' s from me .,neutral
8529,ahh !,surprise
8530,"it wasn ' t on your list , but hopefully you ' ll think it ' s really fun .",neutral
8531,a scooter !,surprise
8532,stick to the list . always stick to the list .,neutral
8533,"no ! no - no , i love it . thank you .",joy
8534,"okay , open ours next . open ours next !",joy
8535,okay .,neutral
8536,"now that you ' re a couple , we don ' t get two presents from you guys ?",non-neutral
8537,for my last birthday you gave me a,neutral
8538,okay .,neutral
8539,happy birthday grandma !,joy
8540,it ' s better to be over the hill then buried under it .,neutral
8541,all our love monica and chandler .,neutral
8542,"that ' s funny , yeah !",joy
8543,no - no - no - no ! that was the joke !,surprise
8544,"no , i know ! i get it ! it ' s funny !",joy
8545,"no , because you ' re not a grandmother !",non-neutral
8546,"no i know , because to be a grandmother you have to be married and have children and i don ' t have any of those things .",non-neutral
8547,that ' s why it ' s so funny .,neutral
8548,all you had to do was buy the card !,non-neutral
8549,"hey , joey . what ' s going on ?",neutral
8550,clear the tracks for the boobie payback express . next stop : rachel green .,neutral
8551,joey ! what the hell were you doing !,non-neutral
8552,sorry . wrong boobies .,non-neutral
8553,"hello , joey .",neutral
8554,"oh ! . hello , dear .",non-neutral
8555,man . can you believe he ' s only had sex with one woman ?,surprise
8556,"i think it ' s great . y ' know , it ' s sweet , it ' s romantic .",joy
8557,really ?,surprise
8558,"no , you kidding ? the guy ' s a freak .",disgust
8559,"hey , buddy .",neutral
8560,hi .,neutral
8561,"oh , that ' s attractive .",neutral
8562,"oh , i thought you were great in silence of the lambs . oh come on , admit it ! all things considered , you had fun tonight .",non-neutral
8563,"fun ? where was the fun ? tell me specifically , which part was the fun part ? where ' s my puck ?",disgust
8564,"oh , ah - the kid has it .",neutral
8565,"the kid ? excuse me , uh , that ' s , that ' s my puck .",anger
8566,"you gotta do it , man .",neutral
8567,"oh yeah ? well , i ' m rubber , you ' re glue , whatevercan ' t do it . listen , uh - gimme back my puck .",non-neutral
8568," yes ' , how about . c ' mere . gimme !",anger
8569,hey ! hey ! no rough holding in my er !,anger
8570,give me my puck !,anger
8571,. now,anger
8572,"oh , look , wish me luck !",joy
8573,what for ?,neutral
8574,i ' m gonna go get one of those job things .,neutral
8575,"oh , i told the stripper to be here at five . that ' s good right ?",neutral
8576,you ordered a stripper for the shower ! that is totally inappropriate !,non-neutral
8577,what ? he ' s gonna be dressed as a baby ! oh hi mrs . green !,surprise
8578,hi !,joy
8579,i ' m so glad you could make it .,joy
8580,"yes , thank you so much . and again , we ' re so sorry . we could not feel worse about it .",non-neutral
8581,try . there ' s my little girl .,non-neutral
8582,she ' s still mad .,neutral
8583,yeah i know . isn ' t it great ? one less person we have to make small talk with .,joy
8584,"phoebe , sandra ' s mad at you too . it - it doesn ' t bother you ?",surprise
8585,"oh , that ' s veryreally very - very okay .",neutral
8586,"julie ' s cervix is dilated a seven centimeters , that ' s about four fingers . the doctor let me feel it myself .",joy
8587,have you felt rachel ' s cervix ross ?,neutral
8588,"no , i don ' t think we ' ll be doing that .",disgust
8589,we ' re not gonna do that .,disgust
8590,"well , if you like you can feel rachel ' s and then feel mine to compare .",neutral
8591,am i interrupting ?,neutral
8592,uh yes ! thank you .,joy
8593,oh . oh wait no .,neutral
8594,later .,neutral
8595,no - no - don ' t ! don ' t leave me here with these people .,non-neutral
8596,"oh uh , i ' m sorry .",neutral
8597,no ross ! ross ! ross ! my child has no father !,fear
8598,try feeding her again .,neutral
8599,i already fed her .,neutral
8600,"i know , thats why i said again !",non-neutral
8601,"alright you guys , we cant turn on each other , okay ? thats just what she wants .",fear
8602,hey .,neutral
8603,phoebe ! rachel ! it ' s monica ! i wonder what you could possibly need me for on such short notice ! oh .,non-neutral
8604,"oh monica , we are so sorry .",sadness
8605,for what ?,non-neutral
8606,"well first , for forgetting to throw you a bridal shower .",sadness
8607,and then for forgetting to invite you to it .,neutral
8608,you al - you already had it ?,surprise
8609,yeah .,neutral
8610,"well , we called everyone in your phone book and a bunch of people came , but it took us so long to get you here that they - they had to leave .",neutral
8611,"yeah , we wanted to throw you a big surprise and a great shower , and now you don ' t have either .",sadness
8612,we ruined everything .,sadness
8613,ugh,sadness
8614,"well no , wait a minute , that ' s not true !",non-neutral
8615,"no , what did , that was really sweet .",joy
8616,and it kinda works out for the best .,joy
8617,"what do you , what do you mean ?",surprise
8618,"well now , i get to spend my shower with the only people i really love !",joy
8619,"i mean , i get all those presents without having to talk to people i don ' t even like !",joy
8620,surprise,non-neutral
8621,sur - surprise .,non-neutral
8622,monica .,neutral
8623,"i can ' t believe it ' s raining again ! oh , it ' s so unfair !",non-neutral
8624,"well , on the bright side , now you won ' t have to see all these paleontologists with their shirts off .",neutral
8625,not you guys .,neutral
8626,you got it going on !,joy
8627,"so , what are we gonna do today ?",neutral
8628,they have a game room downstairs ! ping pong and stuff .,neutral
8629,"ping pong ? honey , they have ping pong ! let ' s play !",non-neutral
8630,i don ' t think so !,non-neutral
8631,why not ?,neutral
8632,"because you know how competitive you get and well , i say it ' s cute , others disagree , and i ' m lying !",neutral
8633,i ' m not always that bad !,non-neutral
8634,"oh ,",neutral
8635,i punched you ?,surprise
8636,and ?,surprise
8637,. phoebe ?,surprise
8638,. and ?,neutral
8639,i clunked your heads together !,non-neutral
8640,"sorry i ah , i scared you in there .",sadness
8641,"oh , that ' s okay . by the way , i was just checking the shower massager .",neutral
8642,yeah .,neutral
8643,hey !,surprise
8644,i tried to reach you at work . there ' s . been a fire .,sadness
8645,what ! oh my . oh my god ! what happened !,surprise
8646,"well , we believe it originated here . in the aroma room .",neutral
8647,all right . did everyone get out okay ?,fear
8648,"well , the giraffe ' s okay . and so is the pirate .",neutral
8649,ohh . what is this ?,surprise
