idx,sentence,emotion
4582,my whole mouth just filled with saliva !,joy
4583,y ' know what ? forget it !,non-neutral
4584,yeah and we ' ll drop it off downstairs so that we ' re not tempted .,neutral
4585,good idea . where do you want to go to lunch ?,neutral
4586,"momma ' s little bakery , chicago , illinois .",neutral
4587,this one ' s from me .,neutral
4588,ahh !,surprise
4589,"it wasn ' t on your list , but hopefully you ' ll think it ' s really fun .",neutral
4590,a scooter !,surprise
4591,stick to the list . always stick to the list .,neutral
4592,"no ! no - no , i love it . thank you .",joy
4593,"okay , open ours next . open ours next !",joy
4594,okay .,neutral
4595,"now that you ' re a couple , we don ' t get two presents from you guys ?",non-neutral
4596,for my last birthday you gave me a,neutral
4597,okay .,neutral
4598,happy birthday grandma !,joy
4599,it ' s better to be over the hill then buried under it .,neutral
4600,all our love monica and chandler .,neutral
4601,"that ' s funny , yeah !",joy
4602,no - no - no - no ! that was the joke !,surprise
4603,"no , i know ! i get it ! it ' s funny !",joy
4604,"no , because you ' re not a grandmother !",non-neutral
4605,"no i know , because to be a grandmother you have to be married and have children and i don ' t have any of those things .",non-neutral
4606,that ' s why it ' s so funny .,neutral
4607,all you had to do was buy the card !,non-neutral
4608,"hey , joey . what ' s going on ?",neutral
4609,clear the tracks for the boobie payback express . next stop : rachel green .,neutral
4610,joey ! what the hell were you doing !,non-neutral
4611,sorry . wrong boobies .,non-neutral
4612,"hello , joey .",neutral
4613,"oh ! . hello , dear .",non-neutral
4614,man . can you believe he ' s only had sex with one woman ?,surprise
4615,"i think it ' s great . y ' know , it ' s sweet , it ' s romantic .",joy
4616,really ?,surprise
4617,"no , you kidding ? the guy ' s a freak .",disgust
4618,"hey , buddy .",neutral
4619,hi .,neutral
4620,"oh , that ' s attractive .",neutral
4621,"oh , i thought you were great in silence of the lambs . oh come on , admit it ! all things considered , you had fun tonight .",non-neutral
4622,"fun ? where was the fun ? tell me specifically , which part was the fun part ? where ' s my puck ?",disgust
4623,"oh , ah - the kid has it .",neutral
4624,"the kid ? excuse me , uh , that ' s , that ' s my puck .",anger
4625,"you gotta do it , man .",neutral
4626,"oh yeah ? well , i ' m rubber , you ' re glue , whatevercan ' t do it . listen , uh - gimme back my puck .",non-neutral
4627," yes ' , how about . c ' mere . gimme !",anger
4628,hey ! hey ! no rough holding in my er !,anger
4629,give me my puck !,anger
4630,. now,anger
4631,"oh , look , wish me luck !",joy
4632,what for ?,neutral
4633,i ' m gonna go get one of those job things .,neutral
4634,"oh , i told the stripper to be here at five . that ' s good right ?",neutral
4635,you ordered a stripper for the shower ! that is totally inappropriate !,non-neutral
4636,what ? he ' s gonna be dressed as a baby ! oh hi mrs . green !,surprise
4637,hi !,joy
4638,i ' m so glad you could make it .,joy
4639,"yes , thank you so much . and again , we ' re so sorry . we could not feel worse about it .",non-neutral
4640,try . there ' s my little girl .,non-neutral
4641,she ' s still mad .,neutral
4642,yeah i know . isn ' t it great ? one less person we have to make small talk with .,joy
4643,"phoebe , sandra ' s mad at you too . it - it doesn ' t bother you ?",surprise
4644,"oh , that ' s veryreally very - very okay .",neutral
4645,"julie ' s cervix is dilated a seven centimeters , that ' s about four fingers . the doctor let me feel it myself .",joy
4646,have you felt rachel ' s cervix ross ?,neutral
4647,"no , i don ' t think we ' ll be doing that .",disgust
4648,we ' re not gonna do that .,disgust
4649,"well , if you like you can feel rachel ' s and then feel mine to compare .",neutral
4650,am i interrupting ?,neutral
4651,uh yes ! thank you .,joy
4652,oh . oh wait no .,neutral
4653,later .,neutral
4654,no - no - don ' t ! don ' t leave me here with these people .,non-neutral
4655,"oh uh , i ' m sorry .",neutral
4656,no ross ! ross ! ross ! my child has no father !,fear
4657,try feeding her again .,neutral
4658,i already fed her .,neutral
4659,"i know , thats why i said again !",non-neutral
4660,"alright you guys , we cant turn on each other , okay ? thats just what she wants .",fear
4661,hey .,neutral
4662,phoebe ! rachel ! it ' s monica ! i wonder what you could possibly need me for on such short notice ! oh .,non-neutral
4663,"oh monica , we are so sorry .",sadness
4664,for what ?,non-neutral
4665,"well first , for forgetting to throw you a bridal shower .",sadness
4666,and then for forgetting to invite you to it .,neutral
4667,you al - you already had it ?,surprise
4668,yeah .,neutral
4669,"well , we called everyone in your phone book and a bunch of people came , but it took us so long to get you here that they - they had to leave .",neutral
4670,"yeah , we wanted to throw you a big surprise and a great shower , and now you don ' t have either .",sadness
4671,we ruined everything .,sadness
4672,ugh,sadness
4673,"well no , wait a minute , that ' s not true !",non-neutral
4674,"no , what did , that was really sweet .",joy
4675,and it kinda works out for the best .,joy
4676,"what do you , what do you mean ?",surprise
4677,"well now , i get to spend my shower with the only people i really love !",joy
4678,"i mean , i get all those presents without having to talk to people i don ' t even like !",joy
4679,surprise,non-neutral
4680,sur - surprise .,non-neutral
4681,monica .,neutral
4682,"i can ' t believe it ' s raining again ! oh , it ' s so unfair !",non-neutral
4683,"well , on the bright side , now you won ' t have to see all these paleontologists with their shirts off .",neutral
4684,not you guys .,neutral
4685,you got it going on !,joy
4686,"so , what are we gonna do today ?",neutral
4687,they have a game room downstairs ! ping pong and stuff .,neutral
4688,"ping pong ? honey , they have ping pong ! let ' s play !",non-neutral
4689,i don ' t think so !,non-neutral
4690,why not ?,neutral
4691,"because you know how competitive you get and well , i say it ' s cute , others disagree , and i ' m lying !",neutral
4692,i ' m not always that bad !,non-neutral
4693,"oh ,",neutral
4694,i punched you ?,surprise
4695,and ?,surprise
4696,. phoebe ?,surprise
4697,. and ?,neutral
4698,i clunked your heads together !,non-neutral
4699,"sorry i ah , i scared you in there .",sadness
4700,"oh , that ' s okay . by the way , i was just checking the shower massager .",neutral
4701,yeah .,neutral
4702,hey !,surprise
4703,i tried to reach you at work . there ' s . been a fire .,sadness
4704,what ! oh my . oh my god ! what happened !,surprise
4705,"well , we believe it originated here . in the aroma room .",neutral
4706,all right . did everyone get out okay ?,fear
4707,"well , the giraffe ' s okay . and so is the pirate .",neutral
4708,ohh . what is this ?,surprise
4709,"no phoebe , don ' t look ! you don ' t want to see what ' s under there !",fear
4710,"ohh , the - the foster puppets !",non-neutral
4711,hey .,neutral
4712,hey ! how long until pete ' s fight ?,neutral
4713,"oh , about five minutes . right now they ' re interviewing his opponent . apparently he trains by going to iran and pulling the arms off thieves .",neutral
4714,hot dog ?,neutral
4715,"four , please . i ' m really nervous . thank you .",fear
4716,"so ross , how umm , how did it go with bonnie ?",neutral
4717,what ?,neutral
4718,oh !,surprise
4719,"i gotta tell you , i - i wasn ' t expecting to like her at all , i mean i actually wasn ' t expecting to like anyone right now , but she ' s really terrific .",joy
4720,"ohh , that ' s too bad !",sadness
4721,"no , i - i ' m saying i liked her .",non-neutral
4722,"yeah , y ' know what , there are other fish in the sea .",neutral
4723,"pheebs , i think she ' s great . okay ? we ' re going out again .",non-neutral
4724,"okay , i hear you ! are you capable of talking about any thing else ?",disgust
4725,hey ! which one ' s my turkey burger ?,neutral
4726,"ahh , the one next to my foot . sorry .",neutral
4727,"hey , the fight ' s starting !",joy
4728,"okay , we ' ll be right in . so ah , did your boss try to slap you again today ?",neutral
4729,nine times !,non-neutral
4730,"okay , i had to put on lotion !",neutral
4731,"but , it ' s gonna be okay , because as of tomorrow i ' m conducting an experiment , and if all goes as planned , my butt will be smack free .",neutral
4732,fight ' s over !,neutral
4733,"okay , okay , here she comes ! how do i look ? do i look like a guy who doesn ' t want to get married ?",neutral
4734,"yeah ! and also , a little like a french guy . i never noticed that before .",non-neutral
4735,hi guys !,non-neutral
4736,hey !,neutral
4737,hey !,neutral
4738,what are you up too ?,neutral
4739,"oh , just hanging out , talkin ' about uh , websites .",neutral
4740,"yeah , we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you .",neutral
4741,"yeah , big brother .",neutral
4742,well that ' s a little crazy . although i am y ' know glad to hear that you ' re branching out on what you look at on the internet .,neutral
4743,"yeah , well y ' know , it just got me thinking though , why would anybody ever want to get married huh ?",neutral
4744,why ! to celebrate your relationship ! to solidify your commitment ! to declare your love for one another to the world !,non-neutral
4745,eh,neutral
4746,okay well that ' s good to know .,sadness
4747,the mr . bowmont ' s here !,joy
4748,"oh that ' s great , my friend joey ' s in the movie business .",joy
4749,y ' know who i ran into from school ? howie .,neutral
4750,my friend ' s name is joey .,neutral
4751,apparently howie ' s editing now .,neutral
4752,"yeah , he - he - he calls me up and asks me if he can edit my new movie .",non-neutral
4753,can you believe that !,surprise
4754,y ' know i - i - i haven ' t spoken to him in like ten years and he asks me for a favor !,surprise
4755,"yeah , i ' ve always hated that howie .",disgust
4756,"no , no "" how you doing ? "" man , i mean not even a cup of coffee first !",disgust
4757,the nerve huh ?,disgust
4758,yeah !,disgust
4759,refill ?,neutral
4760,hey ! how you doing ?,non-neutral
4761,"good ! good , long time no see .",joy
4762,yeah .,neutral
4763,like your sweater .,neutral
4764,"oh hey , right back at ya .",neutral
4765,"oh , it ' s crazy about rachel huh ?",surprise
4766,"yeah . shewell , she ' s one crazy lady ?",surprise
4767,so whose is it ?,neutral
4768,"umm , i don ' t some italian guy . come on , read your own label . see you later .",neutral
4769,okay .,neutral
4770,he is so weird .,non-neutral
4771,you wanna fool around with joey ?,surprise
4772,yeah !,joy
4773,"you know , ever since i had that dream about him , and can ' t get it out of my head !",joy
4774,"and what ' s the big deal , people do it all the time !",surprise
4775,who ? who do you know that are friends that just fool around ?,surprise
4776,"ok , off the top of my head . don and janet .",neutral
4777,"who , who are they ?",neutral
4778,i know them from work .,neutral
4779,both of them ?,surprise
4780,"no , one of them .",neutral
4781,which one ?,neutral
4782,"i don ' t know , what were the names i just said ?",neutral
4783,"rachel , things can get incredibly complicated .",non-neutral
4784,"all right , all right , you ' re right",sadness
4785,what the hell are you cooking !,surprise
4786,oh my god ! how did you get back here !,surprise
4787,"fire alarm ? oh ! hi , officerfireman , can - can i help you ?",surprise
4788,we found your fire alarm in the trash chute .,non-neutral
4789,that ' s not mine .,non-neutral
4790,yes it is .,non-neutral
4791,how do you know ?,fear
4792,"the next time you want to dump a fire alarm in a trash chute , don ' t wrap it in a blanket that says , "" property of phoebe buffay not monica . """,disgust
4793,"okay do youokay , do you have a search warrant ? because the last time i checked this was still america !",anger
4794,"please reattach this , it ' s against the law to disconnect them .",non-neutral
4795,fine ! but please god ; tell me how to stop them from going off !,non-neutral
4796,there ' s a reset button under the plastic cover .,neutral
4797,there ' s a reset button !,surprise
4798,"ugh , thank you !",joy
4799,thank you !,joy
4800,there ' s a reset button !,surprise
4801,my god !,surprise
4802,why didn ' t i see that !,surprise
4803,"reset button , reset button , where is there a reset button ?",neutral
4804,oh here it is !,joy
4805,oh !,surprise
4806,"ohh , god !",joy
4807,"four letters : "" circle or hoop "" .",neutral
4808,"ring dammit , ring !",anger
4809,thanks .,neutral
4810,"hey , you know our phone ' s not working ?",surprise
4811,what !,surprise
4812,"i tried to call you from the coffee shop , and there was no answer .",neutral
4813,"i turned it off . mother of god , i turned it off !",anger
4814,just like you told her you did ! . just pointing out the irony .,neutral
4815,"hey , so listen , i went across the street and talked to the doorman - i got the peeper ' s name ! can i use the phone ?",non-neutral
4816,nnggh !,anger
4817,"can i use your phone ? yeah , the number for a sidney marks , please .",neutral
4818, heating device . ,neutral
4819,radiator .,neutral
4820,five letters .,neutral
4821,rdtor .,neutral
4822,"yeah , is sidney there ? oh , this is ? sidney ' s a woman .",surprise
4823,"well , you ' ll have to wait your turn .",neutral
4824,"well , how long do you think it ' ll be ?",neutral
4825,any minute now .,neutral
4826,"hey , this - heyy .",non-neutral
4827,hey .,neutral
4828,hey ! any good mail ?,neutral
4829,"yes , you got something from the screen actor ' s guild .",neutral
4830,"ooh , it ' s probably a residual check , hey can you open it for me , i ' m kinda .",neutral
4831, benefits lapsed . ,neutral
4832,hmm that ' s weird . i don ' t remember being in a move called benefits lapsed .,neutral
4833,"okay , it ' s not a check . they ' re saying your health insurance expired because , you didn ' t work enough last year .",neutral
4834,let me see that !,surprise
4835,all right .,neutral
4836,"oh , i can ' t believe this !",surprise
4837,this sucks !,anger
4838,"when i had insurance i could get hit by a bus or catch on fire , y ' know ?",non-neutral
4839,and it wouldn ' t matter .,non-neutral
4840,now i gotta be careful ?,non-neutral
4841,!,non-neutral
4842,"i ' m sorry man , there ' s never a good time to stop catching on fire .",non-neutral
4843,"all right well , i guess i gotta go get a job . i ' m gonna go see my agent .",non-neutral
4844,"okay , make sure you look both ways before you cross the street .",neutral
4845,look both ways before you cross the street .,non-neutral
4846,i can ' t believe phoebe ' s gonna have her babies !,surprise
4847,"i know , it ' s beautiful . amazing .",joy
4848,y ' know what else i can ' t believe ?,neutral
4849,"i had to kiss phoebe and rachel every time i left a room , i mean it ' s too bad they didn ' t see us having sex .",neutral
4850,do you know anything about women ?,neutral
4851,no .,neutral
4852,that ' s all right .,neutral
4853,okay .,neutral
4854,remember when we went to central park and rented boats . that was fun .,joy
4855,yeah . he could row like a viking .,joy
4856,hi .,neutral
4857,m .,neutral
4858,so how ' d it go ?,neutral
4859,"oh , y ' know .",neutral
4860,did he mention us ?,neutral
4861,he said he ' s really gonna miss you guys .,sadness
4862,"you had a rough day , huh . c ' mere .",sadness
4863,. love you .,joy
4864,are you ' re hands still wet ?,neutral
4865,"uh , moist , yeah .",non-neutral
4866,let ' s dry ' em again .,neutral
4867,oh my god ! oh my god !,non-neutral
4868,still crying ?,surprise
4869,like a,neutral
4870,"y ' know , i only know of two surefire ways to shut a man up . and one of them is sex .",neutral
4871,what ' s the other one ?,neutral
4872,"i don ' t know , i ' ve never had to use the other one .",neutral
4873,"i ' m just saying y ' know , if we ' re having sex , he ' s not gonna be talking .",neutral
4874,oh that ' s right .,non-neutral
4875,you ' re the talker .,neutral
4876,"anyway uh , great idea !",joy
4877,"umm , i gotta go to the store ; i told him that i would buy him some more tissues .",neutral
4878,"oh , we have some",neutral
4879,no you don ' t !,non-neutral
4880,"okay , yeah . triple a can pick us up .",neutral
4881,great !,joy
4882,"yeah , what town are we near ?",neutral
4883,"freemont . west - westmont , ah westburg ?",neutral
4884,then why are you answering ? do you at least know what route we ' re on ?,non-neutral
4885,"yeah , we are definitely on route 27 .",neutral
4886,"okay . we are at a rest stop on route 27 . okay . there is no route 27 . okay , either 93 or 76 ?",neutral
4887,"i don ' t know , i ' m sorry , i always slept in the back when we drove up here .",non-neutral
4888,okay .,neutral
4889,"hey , can you send somebody up and down 76 and check every rest stop , and , and also 93 ?",neutral
4890,okay !,neutral
4891,"yeah , no they don ' t do that .",neutral
4892,"ugh , okay , well somebody will come and save us .",non-neutral
4893,who ?,non-neutral
4894,i mean have you seen a car come by here in the last hour and a half ?,fear
4895,"i think we should call ross , maybe he can get a car and come pick us up .",neutral
4896,"no ! no , i am not getting in a car with ross , we will just have to live here !",anger
4897,but if .,fear
4898,"no you guys , i am not getting in a car with him , you ' ll have to think of something else .",anger
4899,"oh good , oh joey and chandler are back .",joy
4900,so the going for help went well ?,non-neutral
4901,"i ' m telling you man , i saw it .",neutral
4902,"yeah , well , you ' re wrong ! okay , you ' re wrong .",anger
4903,"i ' m not wrong ! i wish i was . i ' m sorry . bet that barium enema doesn ' t sound so bad now , huh ?",non-neutral
4904,i know .,neutral
4905,let ' s try a lookof far offwonderment .,neutral
4906,"okay , we ' ll - we ' ll gaze into our future and we ' ll think about our marriage and the days to come .",joy
4907,chandler !,surprise
4908,what is the matter with your face !,surprise
4909,"i mean this picture is supposed to say "" geller and bing to be married , "" not "" local woman saves drowning moron ! """,non-neutral
4910,hey !,non-neutral
4911,don ' t laugh at him !,anger
4912,he ' s,neutral
4913,aww !,joy
4914,that ' s it ! take it ! take it ! take it !,non-neutral
4915,we ' re gonna find love !,joy
4916,definitely !,joy
4917,"yeah , i ' m pretty confident about that .",neutral
4918,that ' s what makes it so easy for me to be 80 % happy for monica and chandler !,joy
4919,it would be nice to have a little guarantee though .,neutral
4920,what do you mean ?,neutral
4921,"well y ' know , some people make deals with a friend , like if neither of them are married by the time they ' re 40 , they marry each other .",neutral
4922,you mean a backup ?,neutral
4923,exactly !,joy
4924,"yeah , yeah i got that .",neutral
4925,you do ?,neutral
4926,hm - m .,neutral
4927,who ?,neutral
4928,joey .,neutral
4929,joey !,surprise
4930,yeah !,joy
4931,are you serious !,surprise
4932,"yeah , i locked him years ago !",non-neutral
4933,"wh so if neither of you are married by the time you ' re 40 , you ' re gonna marry joey .",surprise
4934,"yep , we shook on it . yeah but believe me that is not how he wanted to seal the deal .",neutral
4935,"oh , seriously ?",surprise
4936,"yeah uh , what am i gonna do ?",neutral
4937,"yeah , i ' m sorry man . you wanna go watch ?",neutral
4938,yeah !,joy
4939,good morning .,neutral
4940,"hi tag ! hey , so did you have fun with uh , with joey last night ?",non-neutral
4941,oh yeah ! we went to the knicks game .,joy
4942,ohh that ' s nice .,non-neutral
4943,then we went to this bar and he hooked us up with all these women !,joy
4944,wo - women ? you mean like old women ?,disgust
4945,"well kinda old , like 30 .",neutral
4946,oh .,neutral
4947,"and i never used to be able to just talk to girls in bars , but i got like 20 phone numbers last night .",surprise
4948,"that ' s great ! wow man , so joey must ' ve really taught you some stuff huh ?",surprise
4949,a little .,neutral
4950,yeah ?,surprise
4951,how you doin ' ?,neutral
4952,"phoebe , we are so proud of you ! you ' re amazing !",joy
4953,i know .,neutral
4954,so does it really hurt as bad as they say ?,non-neutral
4955,what did you just say ?,surprise
4956,you roll another hard eight and we get married here tonight .,joy
4957,are you serious !,surprise
4958,yes ! i love you ! i ' ve never loved anybody as much as i love you .,joy
4959,i ' ve never loved anybody as much as i love you .,joy
4960,"okay , so if an eight comes up , we take it as a sign and we do it !",joy
4961,whoa !,joy
4962,where have i heard that before ?,non-neutral
4963,matthew perry talking about signs in las vegas .,neutral
4964,i guess it must ' ve been some movie i saw .,neutral
4965,what do you say ?,neutral
4966,okay !,joy
4967,okay ! come on ! let ' s go ! all right !,joy
4968,okay ! that ' s a four ! and where - where ' s the other one ?,non-neutral
4969,it went under the table .,neutral
4970,"nobody move ! okay , you look that way ; i ' ll look this way !",non-neutral
4971,all right !,joy
4972,here it is ! here it is !,joy
4973,that could be a four or a five . it ' s your call .,neutral
4974,it ' s a four .,neutral
4975,i think so too .,neutral
4976,well that ' s it . i ' m done . whew ! there come the meat sweats .,joy
4977,"well joey , we ' re allwe ' re all very proud of you .",joy
4978,"yes , i believe we can expect a call from the president any moment now .",neutral
4979,is there anything we can do for you ?,neutral
4980,"no just , nobody press on my stomach .",neutral
4981,you can keep those pants by the way .,neutral
4982,whoaheywh - wh - what do you got there ? what is that ? pie ?,surprise
4983,"yeah , you want some ?",neutral
4984,"ah , just cut me a little sliver .",joy
4985,a little bigger .,neutral
4986,little bigger .,neutral
4987,what !,surprise
4988,are you afraid you ' re gonna run out !,non-neutral
4989,cut me a real piece !,anger
4990,"phoebe , oh my god ! wh - wh - what are you doing here ?",surprise
4991,"i need to talk to you , it ' s pretty urgent . it ' s about monica and chandler .",neutral
4992,oh my god !,surprise
4993,"of course , of course .",neutral
4994,"umm , would you please excuse me for a moment ?",neutral
4995,"umm , do you know each other ' s hometowns ?",neutral
4996,why don ' t you wh - what ' s going on ?,non-neutral
4997,"well , umm , not much .",neutral
4998,"but , i was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy , y ' know ?",neutral
4999,"so , could i just move in with you for a couple days ?",neutral
5000,"umm , okay , yeah , sure . but wh - what ' s wrong with monica and chandler ?",neutral
5001,nothingwhy !,neutral
5002,"phoebe , you said it was urgent !",anger
5003,oh yeah it is ! i ' m going to the movies and it starts in like five minutes .,neutral
5004,do you realize i have a classroom full of students ?,anger
5005,"oh , i ' m sorry . i ' m so rude . does anyone want to come to the movies ?",neutral
5006,"look , look , there ' s got to be a way we can work past this .",non-neutral
5007,"okay , i can ' t imagine , i can ' t imagine my life without you .",fear
5008,"without , without these arms , and your face , and this heart .",sadness
5009,"your good heart rach , and , and .",sadness
5010,no .,neutral
5011,"i can ' t , you ' re a totally different person to me now .",sadness
5012,"i used to think of you as somebody that would never , ever hurt me , ever .",sadness
5013,"god , and now i just can ' t stop picturing with her , i can ' t , it doesn ' t matter what you say , or what you do , ross .",non-neutral
5014,"it ' s just changed , everything .",sadness
5015,forever .,sadness
5016,"yeah , but this can ' t be it , i mean .",non-neutral
5017,then how come it is ?,sadness
5018,"windows are clean , candels are lit .",neutral
5019,"uh , belt ' s to tight , gotta change the belt .",non-neutral
5020,did i turn the fish ?,neutral
5021,"no , cause i made lasagne .",neutral
5022,am i out of control ?,non-neutral
5023,just a touch .,neutral
5024,"mon , i don ' t understand .",non-neutral
5025,"i mean , you ' ve been dating this guy since like , what . his midterms ?",surprise
5026,"i mean , why all the sudden are you so . oh .",surprise
5027,what ?,neutral
5028,could tonight be the night ?,non-neutral
5029,i don ' t know .,neutral
5030,look he ' s a great guy and i love being with him but . you know .,non-neutral
5031,"things happen , and they happen .",non-neutral
5032,you don ' t plan these things .,neutral
5033,"so , did you shave your legs ?",neutral
5034,yeah .,neutral
5035,a - ha !,surprise
5036,ross !,non-neutral
5037,"ben ! i mean , ben ! ben !",non-neutral
5038,"okay , raymond , joey you ' re up .",neutral
5039,hi !,joy
5040,"okay , uh well , let ' s try one . whenever you guys are ready .",neutral
5041,uh - oh .,fear
5042,is there a problem ?,non-neutral
5043,"well this is noodle soup and uh , i ' ve been working with tomato .",non-neutral
5044,"but that ' s okay , no problem .",neutral
5045,no problem .,neutral
5046,"hmm , noodle soup .",non-neutral
5047,"y ' know , that ' s - that ' s fine , but the line is , "" hmm , soup . """,neutral
5048,"oh , what did i say ?",surprise
5049,"hmm , noodle soup .",neutral
5050,how ' s that different ? oh ! yeah !,surprise
5051,"all right , let ' s try one .",neutral
5052,"hmm , noodle soup .",neutral
5053,okay . let ' s do it again .,neutral
5054,okay .,neutral
5055,"hmm , soup . i mean , noodle soup . i mean soup !",non-neutral
5056,come on !,anger
5057,y ' know what ? we need to move on .,non-neutral
5058,"no ! no ! i - i can do it one more time ! see ? look ! hmm , noodle soup . damnit !",anger
5059,okay . just give us a second . ross !,neutral
5060,yeah ?,neutral
5061,give her some money .,neutral
5062,i really think they ' re out of rooms .,neutral
5063,"they ' re not ! ross , they ' re just saving them for the important people ! okay ! what - what if i was the president !",anger
5064,"well then we ' d be in a lot of trouble , you don ' t know where any countries are .",neutral
5065,okay .,neutral
5066,"uh , say would you umm would you mind checking again to see if any umm , private rooms may have opened up ?",neutral
5067,this is a hospital .,neutral
5068,okay .,neutral
5069,y ' know what ?,neutral
5070,i ' d have to say i really don ' t care for your tone .,non-neutral
5071,and this is not the only hospital in this city and we have no problem towhoa !,anger
5072,oh gosh !,surprise
5073,whoa !,surprise
5074,what - what ?,surprise
5075,ow ! ow ! contraction . ow - ow ! ow - ow !,surprise
5076,would you like to see a semi - private room ?,neutral
5077,"yeah , it couldn ' t hurt to look .",neutral
5078,"i ' m just sayin ' if dogs do experience jet lag , then , because of the whole um , seven dog years to one human year thing , then , when a dog flies from new york to los angeles , he doesn ' t just lose three hours , he loses like a week and a half .",neutral
5079,that ' s funny . who are they ?,non-neutral
5080,"the blond woman is my ex - wife , and the woman touching her is her . close , personal friend .",neutral
5081,you mean they ' re lovers .,surprise
5082,if you wanna put a label on it .,neutral
5083,"wow , uh , anything else i should know ?",surprise
5084,"oh god , ross , i cannot do this .",non-neutral
5085,"okay , quick and painful .",neutral
5086,"oh god . okay . alright . alright . okay . ross , please don ' t hate me .",fear
5087,"oh , what ? what - what ?",surprise
5088,y ' know marcel ?,neutral
5089,. yeah ?,neutral
5090,"well , i kind of . i kind of lost him .",non-neutral
5091,hi pheebs !,joy
5092,hi !,joy
5093,how are ya ?,neutral
5094,good .,neutral
5095,"umm pheebs , remember when we were in the coffee house we decided that i was going to keep the uh , the cute guy ' s cell phone ?",neutral
5096,yeah .,neutral
5097,and remember how i said i was going to keep it in my purse so that if it rang i could just pick it up ?,neutral
5098,yeah !,joy
5099,and do you remember going into my purse and stealing the phone !,non-neutral
5100,"ooh , now you lost me .",fear
5101,you stole the phone !,anger
5102,no i didn ' t !,non-neutral
5103,"no ? so you ' re saying that if i called it , it wouldn ' t ring ?",non-neutral
5104,"no . umm , okay . but while you dial , let me show you the features of my new ringing handbag . oh , it does work !",fear
5105,phoebe !,anger
5106,it ' s not here .,non-neutral
5107,"puzzler . a bit of a puzzle . why don ' t you um , check the copy room , maybe you left the contracts in there ?",neutral
5108,how could i have left them in the copy room ?,neutral
5109,i don ' t know tag ! how can your genitals make phone calls ? okay ? it ' s not a perfect world ! just go please .,anger
5110,fine .,anger
5111,thank you . hello ? i still don ' t get it .,non-neutral
5112,how ya doin ' ? welcome . good to see ya !,joy
5113,this will be your phone .,neutral
5114,"that ' s great . but uh , i ' m not really expecting a lot of calls .",neutral
5115,no you answer it and take pledges .,neutral
5116,but i ' m the host !,surprise
5117,"no , gary collins is the host . you ' ll be answering the phones .",neutral
5118,"you don ' t seem to understand . see , i was dr . drake remoray .",neutral
5119,"well , here ' s your phone doctor .",neutral
5120,hey guys .,neutral
5121,hey gunther . hi . i mean you ' re going out on a date with the noisy guy upstairs ?,surprise
5122,"well , he ' s very charming .",neutral
5123,"i know , he ' s too charming , but if you two start going out , then it ' s just gonna make it so much harder for me to hate him .",disgust
5124,"well , you ' re just gonna have to try .",neutral
5125,"joey , where are the",neutral
5126,"i don ' t know , chandler is supposed to be passin ' em around .",neutral
5127,"phew , close one .",neutral
5128,oh !,surprise
5129,look what happened !,surprise
5130,"don ' t get your hopes up guys , we only get to see her from the back or from the neck up .",sadness
5131,its times like these i wish that the networks would broadcast some nudity other than denis franz ' s butt .,non-neutral
5132,hey .,neutral
5133,"okay , ten blocks down . five to go .",non-neutral
5134,oh wait ! stop ! stop ! stop !,joy
5135,oh i ' m sorry ! do you need a break ?,surprise
5136,my boots in tan ! hey ! can you get a little closer so i can see the price ?,non-neutral
5137,i can see it from right here . it ' ll cost you one husband .,joy
5138,"okay , i ' m sorry . i think i can walk the rest of the way now . just - just give me my boots .",non-neutral
5139,come on more !,non-neutral
5140,oh god !,non-neutral
5141,"yeah , you like that don ' t you ?",neutral
5142,oh yeah right there !,joy
5143,you want it there ? you take it there baby !,joy
5144,uh phoebe ?,non-neutral
5145,"yeah , say my name . say it ! and now i ' m going to cover you back up , and umm we ' re never doing this again .",non-neutral
5146,happy ! is that what i ' m supposed to be vic ? happy ?,anger
5147,"well , why don ' t you tell me what you ' re supposed to be !",anger
5148,huh ?,neutral
5149,because i sure as hell can ' t figure it out !,anger
5150,i talk to you and it ' s nothin ' .,neutral
5151,"you look at me , and nothin ' .",neutral
5152,nothing .,neutral
5153,"you guys make me fly ! high ! okay , we ' re gonna pick it up here , tomorrow .",joy
5154,"well , that was ah .",neutral
5155,what ! what are you doing !,surprise
5156,do you know what just happened ?,non-neutral
5157,yeah . we - we had sex and then we fell asleep .,neutral
5158,no . we were in the middle of sexand,neutral
5159,"no ! no , that ' s not true . no , best time ever ! yeah , you rocked my world !",non-neutral
5160,"don ' t worry , chandler , it ' s not a globe of the united states .",neutral
5161,hey you guys i ' m gonna go out and take a walk .,neutral
5162,"phoebe , why is your bag moving ?",surprise
5163,"oh , it ' s not !",non-neutral
5164,"seriously , it ' s moving !",surprise
5165,what the hell is in there ?,surprise
5166,it ' s just my knitting that ' s all ! yes ! i knit this . i ' m very good .,non-neutral
5167,there will come a time in each of your careers when you ' ll have a chance to screw over another soap opera actor .,neutral
5168,"i had such an opportunity in the recent , present .",neutral
5169,"and i ' m ashamed to say that i took it , i advised a fellow actor to play a role , homosexually .",non-neutral
5170,"yeah , we both auditioned for the part , and uh , as it turned out , they ah , they liked the stupid gay thing and cast him .",anger
