id,utterance
1385,well it ' s just something to think about .
1386,i know i will .
1387,food here at ' javu ' . will kill you . the food here at ' javu ' . will kill you .
1388,"thank god , it ' s just you ! i thought someone was swinging a bag of cats against the wall ."
1389,"you ' d better get back in that kitchen monica , the garlic is not gonna overuse itself ."
1390,"ok , you have to stop playing now ."
1391,why ? the only person my playing is bothering is you !
1392,"oh yeah ? ok , let ' s settle this , come on !"
1393,get your garlic - peelers off me !
1394,"excuse me , excuse me , hi , i ' m monica geller . i ' m the head chef here . . ok , i was actually expecting a little applause there , but whatever !"
1395,"ok , quick question : by a show of hands , how many of you were bothered by this woman ' s singing outside ?"
1396,"ok , ok , how many of you"
1397,"and then , you try to make the best of a bad situation , so you float the idea of a threesome ?"
1398,i didn ' t do that .
1399,me neither .
1400,"so , ross and rachel got married , monica and chandler almost got married , do you think you and i should hook up ?"
1401,"oh we do , but not just yet ."
1402,"really ! well , when ?"
1403,"okay umm , well , first chandler and monica will get married and be filthy rich by the way . yeah . but it won ' t work out ."
1404,wow .
1405,"i know . then , i ' m gonna marry chandler for the money and you ' ll marry rachel and have the beautiful kids ."
1406,great !
1407,but then we ditch those two and that ' s when we get married .
1408,we ' ll have chandler ' s money and rachel ' s kids and getting custody will be easy because of rachel ' s drinking problem .
1409,"oh - oh , what about ross ?"
1410,"i don ' t want to go into the whole thing , but umm , we have words and i kill him ."
1411,". and i know i ' ll never miss doing it , but i gotta tell you , it ' s pretty cool knowing that you ' re making a difference in a kid ' s life ."
1412,"that is so great ! oh , i . oh my god !"
1413,whoa !
1414,oh my god !
1415,"ahh - ahh , we ' d better call the fire department !"
1416,no ! no !
1417,"no , no ?"
1418,"well , we don ' t n - n - n - n - need a fireman , we ' d , we ' d like a good mechanic ."
1419,"oh my god , here they come !"
1420,"well , we gotta get out of here !"
1421,w - w - w - wait ! why !
1422,"right , at the end , you choked on a cookie ."
1423,"yeah , that was real ."
1424,"okay , monica . mon , uh what - what you just saw"
1425,"can i ask you just a little question , huh ? why tonight ?"
1426,what ?
1427,"see , i ' ve been waiting my whole life to be engaged , and unlike some people i ' m only planning on doing this once ."
1428,"so , uh y ' know , maybe this is selfish and i ' m sorry about it , but i was kinda hoping tonight could just be about that ."
1429,ohh great .
1430,"can i , can i help you with something ?"
1431,"well , i don ' t know . are you a masseur ?"
1432,yes i am .
1433,"great ! dad ! thank you so much , i ' ll be back to pick him up in an hour ."
1434,come on ! why are we here !
1435,"okay , okay take a guess ."
1436,the hot chicks ?
1437,"okay , okay , i was typing names into the library computer earlier , y ' know - y ' know for fun , and i typed mine in and guess what came up ?"
1438,my doctoral dissertation !
1439,it ' s here !
1440,"yeah , it ' s right - it ' s right down here !"
1441,in the biggest library in the university !
1442,wow that ' s actually pretty cool .
1443,we don ' t need any toner .
1444,"oh okay , well i ' m sorry to bother you . bye - bye . yeah you ' re right , this is easy ."
1445,"okay , what was wrong with that call ?"
1446,"oh well , all right . um , no offense , but you were kind of rude ."
1447,"they ' re always going to tell you they don ' t need toner , but that ' s okay because whatever they say , you can find the answer to it here in this script ."
1448,oh .
1449,"so , i think you ' re ready to sell toner , do you have any last questions ?"
1450,"no . oh wait yes ! i do , i do have one question . what is toner ?"
1451,hello ?
1452,"joey ! hey , i need to talk to charlie . is she there ?"
1453,no . no . eh . she went shopping with rachel . why ? what ' s up ?
1454,i ' m meeting with professor sherman about my being the keynote speaker .
1455,oh ! how ' s it going ?
1456,"it could be better ! he , uhm . he fell asleep !"
1457,what ? but i already bought my ticket to bermuda !
1458,barbados .
1459,"fine , i ' ll rent a car and drive ! ross , you have to get that job !"
1460,what am i supposed to do ?
1461,he ' s out cold !
1462,in fact he was just talking in his sleep before and evidently he wants someone named fran to spank him harder .
1463,"well , just wake him up !"
1464,i can ' t ! if he realizes that
1465,uh !
1466,that ' s a tough one .
1467,oh !
1468,"wait a minute , this happened to me before !"
1469,"yeah , i was auditioning for a play and the producer fell asleep and . no wait a minute . it was"
1470,okay .
1471,we thought since phoebe was staying over tonight we ' d have kinda like a slumber party thing .
1472,"we got some trashy magazines , we got cookie dough , we got"
1473,ooh ! ooh ! and i brought
1474,"uh , rach , it ' s the"
1475,"oh , god , ask them what they want ."
1476,could you please tell me what this is in reference to ?
1477,"yes , hold on ."
1478,"um , they say there ' s been some unusual activity on your account ."
1479,but i haven ' t used my card in weeks !
1480,that
1481,they wanna know if i ' m okay .
1482,"okay . they wanna know if i ' m okay , okay , let ' s see ."
1483,"well , let ' s see , the fica guys took all my money , everyone i know is either getting married , or getting promoted , or getting pregnant , and i ' m getting coffee !"
1484,and it ' s not even for me !
1485,"so if that sounds like i ' m okay , okay , then you can tell them i ' m okay , okay ?"
1486,"uh - rachel has left the building , can you call back ?"
1487,"alright , c ' mon ! let ' s play"
1488,hi geller - bing residence . how can i help ?
1489,"phoebe , why is there a dog in our apartment ?"
1490,"i ' m sorry , who ' s this ?"
1491,"phoebe , there ' s a dog sitting on my couch !"
1492,"tell her , i ' m allergic , and i will sue !"
1493,"no , there ' s no dog here ?"
1494,yes there is !
1495,he ' s black and white and shaggy and [ cut to monica ' s apartment ] he ' s sitting next to rachel and licking rachel ' s hand .
1496,oh my god ! where are you ?
1497,oh hey !
1498,"i ' ll be playing drake ramoray ' s twin brother , stryker !"
1499,oh !
1500,i get to hire my own assistant !
1501,ah !
1502,well ? i got a head rush from standing up too fast right there .
1503,guess who ?
1504,hey .
1505,"hey , i just realized we kinda left some stuff up in the air"
1506,"what do you think monica meant when she said she didn ' t want to talk , especially with me ?"
1507,"i mean , why not especially you and me ?"
1508,we were both out there kissing .
1509,still thinking about it huh ?
1510,"come on ! serious - ser - ser - seriously , what did she mean by that ? especially you !"
1511,"oh , who cares ?"
1512,i care !
1513,and so do i .
1514,"y ' know what , i - i have to go talk to her , would you let me just get changed ?"
1515,okay . sure .
1516,am i
1517,no !
1518,how can you not remember us kissing !
1519,i don ' t know . i don ' t remember a lot of things that never happened .
1520,wh ? come on ! remember ? we were on the sleeping porch ! we couldn ' t stop giggling ? and our coconuts kept knockin ? together ?
1521,"oh , somewhere joey ' s head is exploding ."
1522,"yeah . but come on . listen , i ' m sorry i don ' t want to make you uncomfortable , but i told phoebe that it happened and she doesn ' t believe me ."
1523,i ' m sorry ray - ray .
1524,i mean if i thought it happened i would say it .
1525,maybe i passed out and you did stuff to me while i was sleeping .
1526,no !
1527,"rachel , it ' s okay ."
1528,you don ' t have to do this .
1529,i believe you .
1530,all right ?
1531,"okay , if - if you say that you kissed melissa , then you kissed melissa ."
1532,thank you phoebe .
1533,she didn ' t .
1534,"oh , come on !"
1535,"i was barefoot . now tell me , the toilet thing is the only thing you taught him right ?"
1536,yes .
1537,hey !
1538,hey !
1539,"hey i ' m sorry to do this to you again but uh , is there any way you can look after ben for a little bit ?"
1540,i - i ' ve got this meeting at school .
1541,"and - and he - he asked for his uh , ' fun aunt ' rachel , so"
1542,"oh ! well of course i will watch him ! we have fun , don ' t we ben ?"
1543,"okay , i ' ll see you later pal ."
1544,"ohh , okay . wh ? ah - ha ! wait a minute . uh ben , i can ' t do it ."
1545,what ?
1546,"i can ' t let him go out that way , he ' s got a meeting . you ' ve got something here on your back ."
1547,what ? that ' s great . that is great . what did we just finish talking about ben !
1548,oh i
1549,what did we just finish talking about ben !
1550,"all right , that ' s it ! come ? you ? no ! you are in big trouble young man !"
1551,no ! wait ! come on !
1552,"wait ! no ! ben , come here ! i am"
1553,no you guys
1554,i - i - am ?
1555,eh ! my god ! oh my god !
1556,i can ' t believe what i ' m hearing here .
1557,what ? i - i said you had a -
1558,would you stop ?
1559,"oh , was i doing it again ?"
1560,yes !
1561,"i said that you had a nice butt , it ' s just not a great butt ."
1562,"oh , you wouldn ' t know a great butt if it came up and bit ya ."
1563,there ' s an image .
1564,would anybody like more coffee ?
1565,"did you make it , or are you just serving it ?"
1566,i ' m just serving it .
1567,"yeah . yeah , i ' ll have a cup of coffee ."
1568,"kids , new dream . i ' m in las vegas ."
1569,"ugh . excuse me , could you give this to that guy over there ? go ahead . thank you . sorry . okay , las vegas ."
1570,"okay , so , i ' m in las vegas ."
1571,oh man ! they - they just redid my make - up !
1572,just the last two pages .
1573,alright .
1574,i found the picture !
1575,picture ? what picture ?
1576,"could you uh , could you lower your script ? i need to see your face so i can uh , play off your reaction ."
1577,"okay uh , look i know you ' re a great actor , okay ? and you play all those shakespeare guys and stuff"
1578,"oh , thanks ."
1579,but you ' re spittin ? all over me man !
1580,well of course i am !
1581,you
1582,"that ' s what real actors do ! annunciation is the mark of a good actor ! and when you enunciate , you spit !"
1583,wow ! didn ' t know that .
1584,great !
1585,thanks ! okay - okay check it out ! picture ? what picture ? eh ?
1586,hey !
1587,hey !
1588,"so , i just came from the company ursula works for ."
1589,"oh no , not you too !"
1590,no ! no ! i just went to pick up phoebe buffay ' s checks ; there were a lot of them .
1591,nice !
1592,"um - m ,"
1593,"that ' s great , but isn ' t it gonna bother that people still think you ' re a porn star ?"
1594,oh no ! no ! i know how to handle it .
1595,you do ?
1596,yeah .
1597,you ' re trying to figure out where you know me from ?
1598,"all right , i ' ll give you a hint ."
1599,from porn !
1600,okay ?
1601,yeah your pervert boyfriend watched me in a porno movie !
1602,see ?
1603,yeah .
1604,hey !
1605,hey .
1606,what are you wrapping ?
1607,"oh - ho , look what i got julio ."
1608,"yeah , it ' s a vase ."
1609,"yeah , just like the one in the poem ."
1610,well not exactly like the one in the poem .
1611,what are you talking about ?
1612,it was a big deal .
1613,"i mean , come on you can ' t tell me last night didn ' t mean something to you ."
1614,"i - i was there , you ' re not that good an actress ."
1615,"look umm , i , i was , i was just caught up in the moment ."
1616,that ' s all it was .
1617,"joey , i ' m - i ' m sorry you feel bad , but haven ' t you ever sleep with a women where it meant more to her than it did to you ?"
1618,no .
1619,"hi , kate !"
1620,"hi , lauren ."
1621,"hi , lauren ."
1622,"hi , pig !"
1623,"hey , big ."
1624,sh !
1625,"no , no , i mean , no , c ' mon you guys , i mean , c ' mon look it ' s only eleven thirty ."
1626,"let ' s just talk , we never just hang out and talk anymore ."
1627,"rachel , that ' s all we do ."
1628,"maybe that ' s all we do , what about julie ?"
1629,what about julie ?
1630,"well , you have been in our lives for nearly two months now and we don ' t really know you ."
1631,"i mean , who is julie ?"
1632,"i mean , what do you like , what don ' t you like ?"
1633,we wanna hear everything .
1634,"well , that could take a while ."
1635,"so . i mean , who here does not have the time to get to know julie ?"
1636,i got the time to get to know julie .
1637,i got time .
1638,"rach , i know her pretty well , can i go ? that ' s fine ."
1639,"ok julie , so now let ' s start with your childhood , what was that like ?"
1640,"well , in a nutshell . . ."
1641,"nah , uh , uh , uh , uh ."
1642,ross !
1643,"alright , let me ask you this question : how many of you thought the music was fine , but not in keeping with the tone of the restaurant ?"
1644,.
1645,"ok , well , who identified the tone of this restaurant as pretentious comma garlicky ?"
1646,ok who thinks the food is delicious and a little pretention never hurt anyone ?
1647,"ok , well , alright , who thinks the food is fine , the music was fine , but your evening was ruined by this incessant poll taking ?"
1648,.
1649,excuse us !
1650,alright here ' s a question : who was so worried about her restaurant being fancy that she made a big deal about her friend playing her music and feels really bad about it now ?
1651,oh . who was so stupid and stubborn that she lashed out against her friend ' s cooking which she actually thinks is pretty great !
1652,i ' m sorry .
1653,i ' m sorry too .
1654,ohh . hey ! wanna stick around and i ' ll whip you up some dinner ?
1655,yeah ! as long as it ' s free ! food here is ridiculously over - p .
1656,who ' s hoping the hand raising thing is still cute enough that you won ' t hate me ?
1657,"hey ! hey ! hi ! hey - hey - hey , i ' m rachel ! from upstairs ? the ones with all the pizza ?"
1658,"oh , is there a problem ?"
1659,no .
1660,no .
1661,every thing ' s - - they ' re fine .
1662,great pizza .
1663,"but it ' s uh , actually umm my friend ross ."
1664,"he uh , just gets really nervous when he ' s flirting ."
1665,oh my god ! that was flirting !
1666,yeah .
1667,wow !
1668,"i know , i know , but uh just , i ' m telling you , once , once you get past that part , that where it - it just feels like you wanna die , he ' s - he ' s really a good person ."
1669,the guy with the gas !
1670,yeah .
1671,"i ' m - i ' m telling you he ' s really sweet and he ' s really funny and he ' s just ugh , got a good heart ."
1672,"and besides , i y ' know , i think he really likes you ."
1673,really !
1674,"well y ' know , we have 7 people and like 10 pizzas , what do you think ?"
1675,"i just , i thought joey was there ."
1676,"oh well , lost again . that ' s it ! you and me , outside !"
1677,i don ' t want to see you lose a chunk of that pretty blond hair !
1678,"be cool ! okay lady , your lurking days are over !"
1679,what !
1680,"yeah , from now on everyone you lurk , i ' m gonna lurk first !"
1681,"you move on to someone else , i ' m gonna be one step ahead of you , every single time !"
1682,"and then i ' ll be on your ass every hour of every day ' til monday , because that ' s when i go home ."
1683,when do you leave ?
1684,also monday .
1685,what time ? maybe we can share a cab !
1686,come in ! come in ! we ' re engaged !
1687,"oh , this is the least jealous i ' ve ever been !"
1688,"oh no wait no , this is wrong ! ross isn ' t here !"
1689,oh
1690,"oh hell , he ' s done this three times ! he knows what its about !"
1691,yeah !
1692,"i ' m telling ya , you guys are totally getting back together !"
1693,"that ' s not true ! her , she doesn ' t even know what she wants ! rachel ' s still mad about the whole thing ."
1694,"okay , then you gotta back away , all right ?"
1695,you don ' t need that kind ' ve hurt .
1696,take it from a guy who ' s never had a long term relationship .
1697,"i know , but ah ! i really wanna go up there and finish that kiss !"
1698,hey !
1699,ah !
1700,"you guys , the water ' s great . you should really go in ."
1701,"oh , ahh , no thanks , i just had an m & m ."
1702,"okay , well good night ."
1703,good night .
1704,phoebe hang on a second ross wants to say something . what ? you slept with someone else !
1705,"we were on a break ! okay ! we were , we were . , yeah . where are you ? i ' ll find you ."
1706,you slept with another woman ?
1707,"oh , you - you ' re - you ' re one to talk ."
1708,"so you guys go , have a really good time ."
1709,"yeah , i ' m just gonna grab my coat ."
1710,"and uh , and my whip ."
1711,y ' know because of the indiana jones ?
1712,not - not because i ' m - i ' m into s & m .
1713,i ' m not - i ' m not into anything weird .
1714,y ' know ?
1715,just - just normal sex .
1716,"so , i ' m gonna grab my coat ."
1717,"so , you had a good day huh ? big commission ; picked up a daddy ."
1718,are you okay with this ?
1719,"oh yeah ! yeah please , you guys have fun ."
1720,okay . it was nice to see you .
1721,"oh and it was great to see you too . and you look fantastic , although you missed a button ."
1722,"oh umm , actually i umm"
1723,"oh okay , i see what you ' re doing there ."
1724,"here , kitty - kitty . here kitty - kitty . where did you go , little kitty - kitty - kitty ? here kitty - kitty - kitty - kitty ."
1725,wow .
1726,yeah .
1727,but maybe we can have dinner later ? on the balcony ? will be romantic .
1728,will you wear a thong ?
1729,i will if you will .
1730,oh . you got yourself a very weird deal !
1731,"i ' m good , i have dinner plans ."
1732,so you ' ll be ok ?
1733,"yeah , yeah . i ' ve got tons of stuff i could do . i ' m gonna hit the beach , go swimming ."
1734,"uh , joe , have you looked outside ?"
1735,"no , why ?"
1736,oh man !
1737,"there ' s an indoor pool , you can swim there !"
1738,"i wasn ' t gonna swim , i was gonna dig a hole !"
1739,". and the style number , and the invoice number , and the shipping date . good . any questions so far ?"
1740,yeah . what kind of discount do we get ?
1741,twenty percent .
1742,oh ! i love this job ! wow ! my first call .
1743,"here , let me . rachel green ' s line , how may i help you ?"
1744,"hi , is rachel there ?"
1745,and who may i say is calling ?
1746,"get out of here , really !"
1747,absolutely !
1748,yeah ?
1749,"oh but then , they went and dropped you down that elevator shaft ."
1750,they gave me the shaft all right .
1751,"oh , you ' re so funny . listen , umm , what are you doing after rehearsals ? do you want to get a drink , or something ?"
1752,"well ahh , yeah ! yeah , sure , a drink sounds great ."
1753,cool ! i - i ' ll see you then .
1754,all right .
1755,"all right , it ' s time to act , my talking props ."
1756,"hey - hey , how goes the dancing ? gay yet ?"
1757,"ah - ha - ha , you guys owe me big time ."
1758,what was that ?
1759,what ?
1760,you just did a little dancy thing .
1761,no i didn ' t .
1762,yes you did ! you did like a little hop .
1763,you are soo enjoying this .
1764,"no , i ' m not ! and it wasn ' t a hop it was a pademarie ."
1765,you know the words ! you are
1766,"all right , well maybe i ' m enjoying it a little bit . i mean i ' m getting pretty good at it ."
1767,"ooh , this is soo sweet , joey our little twinkle - toes ."
1768,"hey - hey , hold on , this isn ' t some kind of like girly dance . all right , it ' s like a sport , it ' s manly !"
1769,"all right , then show me some manly moves ."
1770,all right .
1771,i don ' t know how to lead .
1772,hey .
1773,hey .
1774,"i was just at the bank , and there was this really hot teller , and she didn ' t ask me to go do it with her in the vault ."
1775,"same kind of thing happened to me ! woman pizza delivery guy come over , gives me the pizza , takes the money , and leaves !"
1776,"what , no , "" nice apartment , i bet the bedrooms are huge ? """
1777,noo ! nothing !
1778,"y ' know what , we have to turn off the porn ."
1779,i think you ' re right .
1780,"all right , ready ?"
1781,one .
1782,two .
1783,that ' s kinda nice .
1784,"yeah , that ' s kinda a relief ."
1785,yeah .
1786,you wanna see if we still have it ?
1787,yeah .
1788,free porn !
1789,yeah !
1790,we have free porn here !
1791,"so when people complement me on my cooking should i , what do i say ?"
1792,"you say ' thank you very much , ' and then you buy me something pretty ."
1793,"come on , we ' re gonna put are hands in this bowl , and we ' re gonna start squishing the tomatoes ."
1794,"ew , this feels very weird ."
1795,you touch people ' s eyeballs every day and this feels weird .
1796,"yeah , well , sure i touch them , but i spent years learning not to squish them . that ' s my hand ."
1797,oops .
1798,okay .
1799,gotta keep squishing .
1800,tomatoes are squishing .
1801,okay .
1802,op .
1803,"oh , gosh , you got some on your shirt ."
1804,yeah .
1805,"hold on a second , just put a little club soda on it and it should umm , be ."
1806,what ?
1807,"umm , you ' ve got some on your pants ."
1808,i ' ll just throw them out .
1809,so ? i mean have you thought about it ?
1810,okay . here ' s the thing .
1811,"oh no , not the thing . i hate the thing . what ' s the thing ?"
1812,"i can ' t do it . i ' m sorry , i wish i could , but umm , see you have these feelings for me ."
1813,"wait , wait , wait , wait , that ' s - that ' s what you ' re worried about ? if that ' s the problem , we ' ve got no problem ."
1814,huh ?
1815,"no ! look , i was gonna tell you this over dinner , but i met somebody else . on my trip ."
1816,oh ?
1817,"her name ' s ann , she ' s a journalist ."
1818,"ahh , we met on the plane ."
1819,"she asked me if she could finish off my peanuts , i thought she said something else , we had a big laugh ."
1820,"yeah , i just , i mean i got , i got tired of waiting ."
1821,"oh , that ' s great ! i mean i ' m - i ' m sorry , but i ' m so happy for you . and now i can work for you !"
1822,i guess you can .
1823,"oh my god ! oh , this is incredible ! ohh ! all right , y ' know what ? i ' m just gonna roll right into that office and - and quit !"
1824,all right .
1825,okay . can you give me a little push ?
1826,"well look , if i wanted to see a fireman , i would date one . okay ?"
1827,two hundred .
1828,thank you !
1829,"that ' s it . i ' m done . i don ' t care when the baby comes , no more betting ."
1830,okay .
1831,hello ? uh - huh . uh - huh . okay . i guess we can bet one more time .
1832,is rachel having the baby ?
1833,how did you know that ! joey ! chandler ! it ' s time !
1834,they ' re at the coffeehouse .
1835,you know everything !
1836,"oh wait , double or nothing ."
1837,i bet you the baby is over seven pounds .
1838,i bet you it has hair .
1839,i bet you it ' s a girl .
1840,we know it ' s a girl !
1841,i ' ll give you really good odds .
1842,"gee , monica , what ' s in the bag ?"
1843,"i don ' t know , chandler . let ' s take a look ."
1844,"oh , it ' s like a skit ."
1845,"why , it ' s dinner for six . 5 steaks , and an eggplant for phoebe ."
1846,whoo !
1847,cool .
1848,"yeah , we switched meat suppliers at work , and the new guys gave me the steaks as sort of a thank you ."
1849,"but wait , there ' s more . hey , chandler , what is in the envelope ?"
1850,"by the way , this didn ' t seem so dorky in the hall ."
1851,come on .
1852,"why , it ' s six tickets to hootie and the blowfish ! the blowfish !"
1853,there ' s nothing to tell ! he ' s just some guy i work with !
1854,"c ' mon , you ' re going out with the guy ! there ' s gotta be something wrong with him !"
1855,"all right joey , be nice ."
1856,"wait , does he eat chalk ?"
1857,"just , ' cause , i don ' t want her to go through what i went through with carl - oh !"
1858,"okay , everybody relax . this is not even a date . it ' s just two people going out to dinner and - not having sex ."
1859,sounds like a date to me .
1860,"yes , fran . i know what time it is , but i ' m looking at the wenus and i ' m not happy !"
1861,"alright , well i ' m tearing the lettuce ."
1862,uh - huh . is it dirty ?
1863,"oh - oh , no no don ' t worry , i ' m gonna wash it ."
1864,"don ' t , i like it dirty ."
1865,that ' s your call .
1866,"so , uh , what are you going to do next ?"
1867,"well , i thought that i would cut up the tomatos ."
1868,"are they , uh , firm ?"
1869,they ' r alright .
1870,"you sure they haven ' t gone bad ? you ' re sure they ' re not very , very bad ?"
1871,"no really , they ' re ok ."
1872,you gonna slice them up real nice ?
1873,"actually , i was gonna do them jullienne ."
1874,ah .
1875,i ' m outa here . [ monica leaves ]
1876,hey ! it ' s me . mon - i - ca ! can i just tell you how proud i am of you .
1877,"it would be nice after hearing 20 , 0 people chant ' you suck ! '"
1878,"i mean i - i thought you were nuts at first , but you - you did it . and now you can just look back at this thing with no regrets ."
1879,"what , look back ?"
1880,"well , you ' re not gonna get going are you ?"
1881,well let me ask you a question . am i the ultimate fighting champion ?
1882,"well , no . but ."
1883,well i ' m not gonna stop until i ' m the ultimate fighting champion .
1884,that guy stood on your neck until you passed out !
1885,let me tell you a story .
1886,"when i set out to create moss 865 , do you think it just happened overnight ?"
1887,no .
1888,"there was moss 1 , that burnt down my dad ' s garage , there was moss 2 that would only schedule appointments in january , and 862 others that i learned from , just like i learned from this fight , never to let a guy stand on my neck ."
1889,you didn ' t know that already ?
1890,"look , i ' m gonna get better . okay ? i promise you ."
1891,"okay , just get a lot better . fast ."
1892,hey ross !
1893,"so listen , about you and the dinosaur girl , are you really just gonna let a couple of nobel prizes scare you off ?"
1894,"what is that , come on , a piece of paper ?"
1895,"it ' s actually a 1 , 0 , 0 $ prize ."
1896,go charlie !
1897,"but my point is , ok so she dated them but she also broke up with them ."
1898,"maybe she ' s looking to , you know , slum it with some average joe phd ."
1899,"yeah , maybe ."
1900,i do have my whole career in front of me .
1901,"i mean , i can still win a nobel prize ."
1902,although the last two papers i ' ve written were widely discredited .
1903,"you ' re so much more than just brains ! you ' re sweet , and kind , and funny ."
1904,and sexy .
1905,ok well give her a chance to see all of that !
1906,"yeah , you ' re right , thanks pheebs , i ' m gonna go find her ."
1907,actually umm
1908,"crazy underwear , creepin ' up my butt . crazy underwear , always in a rut . crazy under - - wear ?"
1909,hey . i was
1910,better ?
1911,"yeah ! yeah , it was definitely an improvement . good night ."
1912,"ah , kate ?"
1913,yeah ?
1914,"you ah , you forgot your shoes ."
1915,i ' m probably gonna need those . huh ?
1916,"hey , listen you ah ."
1917,hmm ?
1918,. feel like getting a cup of coffee ?
1919,umm .
1920,kate ?
1921,yep .
1922,you ready to go ?
1923,yeah .
1924,very nice . very nice .
1925,"so umm , i ' ll see you tomorrow , huh ?"
1926,"yeah , yeah sure , goodnight ."
1927,"rach ! rachel ! okay , the next highest bidder is at table one ."
1928,oh great !
1929,oh and uh the guy who got the paris trip is at table four .
1930,"oh , okay ."
1931,why do you care about the guy who won the paris trip ?
1932,"it ' s a trip for two ! excuse me . excuse me , is the person who won the paris trip at this table ?"
1933,"oh , en chante ."
1934,"uhh , excuse me is there a mr . bowmont at this table ?"
1935,that ' s me .
1936,"ahh , yes ."
1937,"oh well , hello ."
1938,"this is your lucky day mr . bowmont , the uh gentleman day sailer as just become available again and i believe that you made a bid of $ 18 , 0 ."
1939,you - you have to pay that ! it ' s not just a guess .
1940,okay . okay .
1941,i was actually relieved uh i didn ' t win the boat . my wife would ' ve killed me .
1942,ohh
1943,"alright , alright , hey y ' know fair is fair , if you ' re right , you ' re right , what can i say , but hey oh no !"
1944,"hey , now you ' re the one who wet his pants ."
1945,hey !
1946,i ' ve got a great idea for party favors for the shower .
1947,"okay , we get some uh mahogany boxes and carve everyone ' s names in them and inside is everyone ' s individual birth stone ."
1948,"okay . okay . all right , you take care of that . and meanwhile , the party is tomorrow and we still don ' t have a guest list ."
1949,"okay . okay ! well okay , who do we know that ' s coming ? me . are you ?"
1950,hey !
1951,hey !
1952,hey ! what ' s up mon ?
1953,"well uh , i ' m trying to make something for joey . do you mind if i raid your fridge ?"
1954,have at it .
1955,"okay . all right , turkey . eh , that won ' t work . cheese ? that won ' t work . olive loaf ? i hope that won ' t work ."
1956,are you makin ? him a sandwich ?
1957,"no it ' s umm , more like a wrap . okay so uh , i ' m gonna go guys ."
1958,okay .
1959,i guess you can get back to deciding on what to get me for a present !
1960,we have to get her a present !
1961,okay but look ! look at what i got ! it ' s her address book ! we have a guest list !
1962,oh my god you ' re amazing ! did you just pull that out of her purse ?
1963,"uh - huh , and a little seed money for the party ."
1964,"oh wow , three hours and still no baby . ugh , the miracle of birth sure is a snooze fest ."
1965,"hey , you wanna see something ?"
1966,sure ! what ?
1967,"umm , this is going to be fun . watch me freak out chandler . honey ?"
1968,yeah ?
1969,"listen uh , i - i ' ve been doing some thinking , and i don ' t know whether it ' s because we ' re here or rachel ' s giving birth but umm , i think we should try to have a baby ."
1970,okay .
1971,what - what - what ' s that now !
1972,"okay . i ' ve been thinking about it too , and i , i think we ' re ready ."
1973,what ! are you kidding me ! you - you - you think we ' re ready to have a baby now !
1974,"oh , this is fun ."
1975,you ' re ready to have a baby ? my boy ' s all grown up !
1976,but you said you were ready too .
1977,yeah but i was just screwing with you to try to get your voice all high and weird like mine is now !
1978,"yes , but haven ' t you wanted a kid like forever ?"
1979,"okay , just back off mister ! whoa . cause i"
1980,what ! are you crazy !
1981,that ' s it ! right there ! is all i wanted !
1982,"i - i uh , actually just moved from four blocks over ."
1983,ah .
1984,but - but this block is like a whole other world .
1985,y ' know actually it does have a very interesting history .
1986,"uh , this street is the first street in the city to have an underground sewer system ."
1987,before that sewage and waste would just flow right down the street .
1988,"yeah , sometimes ankle deep !"
1989,smooth .
1990,excuse me ?
1991,"umm , say you ' re gonna be starving after all this moving . what do you say i take you to dinner tonight ?"
1992,oh i ' d like that .
1993,yeah ?
1994,yeah .
1995,"great ! uh , let me take this up for you ."
1996,after you .
1997,"oh no - no , after you . oh my god !"
1998,"oh , honey , honey , tell them the story about your patient who thinks things are , like , other things ."
1999,y ' know ?
2000,"like , the phone rings and she takes a shower ."
2001,that ' s pretty much it .
2002,oops !
2003,"but you tell it really well , sweetie ."
2004,"thanks . okay , now go away so we can talk about you ."
2005,okay . i ' ll miss you .
2006,isn ' t he great ?
2007,he ' s so cute ! and he seems to like you so much .
2008,"i know , i know . so sweet . and so complicated . and for a shrink , he ' s not too shrinky , y ' know ?"
2009,"so , you think you ' ll do it on his couch ?"
2010,"oh , i don ' t know , i don ' t know . i think that ' s a little weird , y ' know ? vinyl ."
2011,okay . any of you guys want anything else ?
2012,"oh , yes , could i have one of those ."
2013,"no , i ' m sorry , we ' re all out of those . anybody else ?"
2014,of course it was a line !
2015,"why ! why ? why , why would anybody do something like that ?"
2016,i assume we ' re looking for an answer more sophisticated than ' to get you into bed ' .
2017,"oh no , don ' t hate , you don ' t want to put that out into the universe ."
2018,is it me ? is it like i have some sort of beacon that only dogs and men with severe emotional problems can hear ?
2019,"all right , c ' mere , gimme your feet ."
2020,"i just thought he was nice , y ' know ?"
2021,i can ' t believe you didn ' t know it was a line !
2022,guess what ?
2023,you got a job ?
2024,. that ' s it . i ' m getting cigarettes .
2025,no no no !
2026,"i don ' t care , i don ' t care !"
2027,game ' s over !
2028,i ' m weak !
2029,i ' ve gotta smoke !
2030,i ' ve gotta have the smoke !
2031,if you never smoke again i ' ll give you seven thousand dollars !
2032,"yeah , alright ."
2033,bing !
2034,"read your computech proposal , a real homerun ."
2035,ooh .
2036,"barely got ya that time , get over here ."
2037,come on .
2038,wham !
2039,good one .
2040,that was a good one .
2041,keep at it team .
2042,what is with him ?
2043,"with him ? you ' re is favourite , you ' re his guy !"
2044,we never get smacked .
2045,"well , that ' s not true , he - he smacked you once ."
